,Unnamed: 0,Clean_Headlines
46,46," 'Econ Bur exhibits textiles and accessories', 'web_url'"
47,47," 'Physical preparations were under way in London last week for an AngloArabian-Jewish conference, set by Britain for Sept. 9, on the explosive problem of Palestine.  ', 'web_url'"
48,48," 'Cables $61,000 to 3 Palestine homes for girls', 'web_url'"
49,49," 'returns, US, from Palestine', 'web_url'"
50,50," 'PI formally appts Sen V J Francisco', 'web_url'"
51,51," 'LAKE SUCCESS, N.Y. — The United Nations Special Committee on Palestine recommended in a majority report that Palestine be carved into two states — one Arab and one Jewish — to become fully independent on September 1, 1949, on condition t', 'web_url'"
52,52," 'PARIS — Dr. Ralph J. Bunche, United Nations acting Palestine mediator, asked the Security Council yesterday [Nov.9] to begin efforts to translate the Palestine truce into an armistice looking toward permanent peace. His suggestions, presented in the', 'web_url'"
53,53," 'Palestine called a 2d Ireland by Mrs B J Goldstein', 'web_url'"
54,54," ""  The Palestinian National Council has condemned terrorism and said it regarded the United States and Israel as those chiefly to blame.   The condemnation came in a political statement issued by the council, which describes itself as Palestine's parliament-in-exile.  The statement was issued at the end of a nine-day session in Damascus yesterday, its first in two years."", 'web_url'"
55,55," 'conf with Byrnes; agrees to detailed discussion of Palestine question within few wks', 'web_url'"
56,56," 'Cables defense fund to Palestine', 'web_url'"
57,57," '', 'web_url'"
58,58," 'Brit-Amer Comm of Inquiry on Palestine finishes its rept', 'web_url'"
59,59," '', 'web_url'"
60,60," ""UN com repts 9 more nations pledge aid; $77,475,424 pledged to June '53"", 'web_url'"
61,61," 'Long Beach, NY, Chap Palestine rally', 'web_url'"
62,62," 'JERUSALEM — Jewish-Arab fighting continued without let-up today [Dec. 8] in a half-dozen trouble spots in Palestine. At least ninety-nine Jews and Arabs have been killed in nine days in knifing, shooting and other incidents, principally in Jerusalem', 'web_url'"
63,63," 'PARIS — The United Nations General Assembly approved Saturday [Dec 11] the much-amended Anglo-American resolution setting up a three-nation conciliation commission to aid the Arabs and Israel in negotiating peace in Palestine. Amendments to the reso', 'web_url'"
64,64," 'lr on cost of inquiry', 'web_url'"
65,65," 'texts', 'web_url'"
66,66," 'C L Sulzberger urges summit conf try to settle Palestine issues', 'web_url'"
67,67," 'Dr Granovsky on plans to raise funds to buy Palestine land', 'web_url'"
68,68," 'he talks with Attlee, Paris, on Palestine problem; declines to make statement', 'web_url'"
69,69," 'Sponsors Palestine press exhibit, NYC', 'web_url'"
70,70," 'Repts on Jewish community in Palestine, Mizrachi Organization of Amer', 'web_url'"
71,71," 'Arabs call gen strike as protest against seizure of 5 Arab leaders in Ger', 'web_url'"
72,72," 'Dr H Heller tours hosps', 'web_url'"
73,73," ""Delegates of fifty-five nations, representing 1,617,000,000 people and two-thirds of the world's land area, met last week at New York's Flushing Meadow for the first special session of the United Nations General Assembly. They had gathered to consider the problem of a single country the size of Vermont, with a population smaller than that of Manhattan.  "", 'web_url'"
74,74," ""THE riots provoked by the United Nations' decision in favor of partition and the establishment of a Jewish State have not deterred theatrical and musical organizations from fulfilling their schedule. The Palestine Philharmonic Orchestra continues to play to capacity halls, and its subscription concerts are now presented seven times each in succession.  "", 'web_url'"
75,75," 'blames Jordan; scores Israelis for returning fire', 'web_url'"
76,76," 'Memorial forest planted, Palestine; support of Zionism recalled', 'web_url'"
77,77," 'At a conference in support of Palestinians, there was a placard saying, “Netanyahu"
78,78," 'LONDON — Foreign Secretary Ernest Bevin said today [Feb. 12] that the British government would probably have to submit the whole Palestine problem to the United Nations. He told the Arab delegates to the Palestine conference he could see no use carr', 'web_url'"
79,79," 'announces Govt has taken no official stand on Palestine fed plan', 'web_url'"
80,80," 'reasons for backing partition plan noted', 'web_url'"
81,81," 'repr from USSR legation, Beirut, seeks to arrange Armenians transfer to USSR', 'web_url'"
82,82," '', 'web_url'"
83,83," 'B G Browdy re-elected pres', 'web_url'"
84,84," 'Herbert Morrison, Lord President of the Council, told the House of Commons today [July 31] that, if the plan for partitioning Palestine is accepted by the Arabs and Jews and supported by the United States, 100,000 Jews will be admitted to the country in', 'web_url'"
85,85," 'gets Brit offer to modify terms on Arab participation in Palestine conf', 'web_url'"
86,86," 'LAKE SUCCESS, New York — Arabs and Jews formally agreed yesterday [July 18] to an indefinite truce in the Palestine war. A majority of the Arab League voted to accept the truce. Abdul Rahman Azzam Pasha, Secretary General, said that the truce will b', 'web_url'"
87,87," 'LAKE SUCCESS, New York — The United States asked the United Nations tonight [March 19] to shelve the plan to partition Palestine. Instead, a temporary UN trusteeship would be placed over the Holy Land. Warren Austin, chief American delegate, laid th', 'web_url'"
88,88," '', 'web_url'"
89,89," 'Says Zionists will attend London conf on Palestine if Brit promise to consider Jewish State establishment', 'web_url'"
90,90," 'Says Zionists will attend London conf on Palestine if Brit promise to consider Jewish State establishment', 'web_url'"
91,91," '', 'web_url'"
92,92," 'Brit-Amer Comm of Inquiry on Palestine repts bldg program is slowly getting under way', 'web_url'"
93,93," ""LONDON — Foreign Secretary Ernest Bevin's new Palestine plan was rejected by both Arab and Jewish sources. The plan had three essential features"
94,94," 'I Franck apptd exec sec', 'web_url'"
95,95," 'Great Betrayal', 'web_url'"
96,96," 'A O McCormick comment on partition', 'web_url'"
97,97," 'Palestine Govt orders issuance of 50 tourist visas to US veterans for study at inst', 'web_url'"
98,98," 'Honored by Mizrachl', 'web_url'"
99,99," 'Bunche wire asks Security Council to warn both sides to respect UN personnel; indicates growing tension; cites curbs on truce staff; Min Shertok arrives, Paris', 'web_url'"
100,100," 'execution of 2 sgts and spread of anti-Jewish riots, GB, deplored, Commons; Sec Jones comments; Maj T V H Beamish says USSR trains hundreds of Jewish and Kurdish terrorists; refuses to give source of rept', 'web_url'"
101,101," 'Amer Zionist Emergency Council lr to him urges implementation of Brit-Amer Comm of Inquiry on Palestine rept', 'web_url'"
102,102," 'JERUSALEM — 50 persons were believed killed and 60 wounded today [July 22] by a bomb explosion at the King David Hotel, the Jerusalem headquarters of the British Army in Palestine and the secretariat of the Palestine government. The upper floors of', 'web_url'"
103,103," 'LONDON — The British Foreign Office announced tonight [Aug. 26] that London conferences with Arabs and Jews on the future of Palestine would begin September 9. Invitations have been sent to the governments of the Arab states, to the Jewish Agency fo', 'web_url'"
104,104," '', 'web_url'"
105,105," ""Testifies before Brit-Amer Comm of Inquiry on Palestine; urges comm to recommend opening of Palestine to Eur's Jews"", 'web_url'"
106,106," '', 'web_url'"
107,107," 'LONDON — Winston Chur-chill, in a political attack in his familiar manner on ""incompetence, arrogance, malice, squalor, interference in daily life and class jealousy,"" called on the Labor government ""to quit Palestine as quickly as po', 'web_url'"
108,108," 'sponsors dinner, NYC, to start fund drive for plan', 'web_url'"
109,109," 'awaits US equipment to begin wildcat oil drillings, Gaza', 'web_url'"
110,110," 'Gets sum from Hadassah for welfare work in Palestine', 'web_url'"
111,111," 'R G Sonneborn succeeds late Magistrate Rothenberg as pres; por', 'web_url'"
112,112," 'For ten days last month in Washington an Anglo-American Committee of Inquiry heard Arabs, Jews and Christians express their views on the question of whether Palestine should be a haven for the thousands of ""stateless"" ...  ', 'web_url'"
113,113," 'C J Rosenbloom apptd to post', 'web_url'"
114,114," 'comm subcom hearing, Syria; Arab and Jewish witnesses oppose change in Palestine immigration policy', 'web_url'"
115,115," 'JERUSALEM — Jewish extremists, believed to be members of Irgun Zvai Leumi and the Stern Gang, launched concerted attacks on British centers in Jerusalem, Tel Aviv and Haifa. Sixteen attacks in various parts of Palestine were reported. Pamphlet bombs', 'web_url'"
116,116," '', 'web_url'"
117,117," 'Fund drive plans', 'web_url'"
118,118," '3 Jewish youths sentenced to 7 yrs imprisonment for keeping Irgun printing press', 'web_url'"
119,119," '', 'web_url'"
120,120, 'His work entitled Palestine
121,121," 'LAKE SUCCESS, New York — Count Folke Bernadotte, United Nations mediator in Palestine, announced tonight [June 9] that Jews and Arabs have agreed unconditionally to a four-week armistice. The announcement was made in a message from the UN mediator i', 'web_url'"
122,122," '', 'web_url'"
123,123," 'LAKE SUCCESS, N.Y. — The United Sates suggested that if the proposed partition of Palestine is approved by the United Nations Assembly, the two new Arab and Jewish countries should become independent nations on July 1, 1948. Mr. Johnson proposed tha', 'web_url'"
124,124," 'Theatre benefit planned', 'web_url'"
125,125," 'Sers', 'web_url'"
126,126," ""NEW YORK — The General Assembly of the United Nations voted by 33 to 13 tonight [Nov. 29] in favor of the partition of Palestine into Arab and Jewish states. Ten countries abstained. The Assembly's action ended weeks of stormy debate in which the Ar"", 'web_url'"
127,127," 'Session set for Jan 24, Beirut', 'web_url'"
128,128," 'JERUSALEM — Palestine went on a war footing today [Jan. 4] with pairs of British soldiers carrying tommy-guns patrolling all streets and 6th Airborne troopers moving into two Tel Aviv slum tenement areas to search and screen all male inhabitants. Re', 'web_url'"
129,129," 'exec com meeting; com chmn Rabbi A H Silver scores Brit-US Cabinet Com federalization plan for Palestine', 'web_url'"
130,130," 'UNRRA reprs comment', 'web_url'"
131,131," 'Hebrew Union Coll to sponsor Dr N Glueck survey of western area', 'web_url'"
132,132," 'Hadassah repts on supplies sent, Apr-Dec', 'web_url'"
133,133," 'Arrives in US as Palestine Gen Mercantile Corp repr', 'web_url'"
134,134," 'L L Rood Jr apptd US sec of comm', 'web_url'"
135,135," 'States Internatl Christian conf support of unrestricted Jewish immigration into Palestine', 'web_url'"
136,136," 'Amer Jewish Labor Council and Jewish Peoples Fraternal Order of Internatl Workers Order picket Brit Empire Bldg, NYC; Councilmen Connolly and Quill, NYS Sen K Sherbell and J Wingrodsky join picketing; submit statement to Brit Govt asking removal of Brit armed forces and placing country under UN trusteeship; picketing illus', 'web_url'"
137,137," 'Plans Free Loan Fund campaign', 'web_url'"
138,138," 'LONDON — The plan for the establishment in two years of a unified Palestinian state under a democratic constitution with an elected legislature as proposed by representatives of the Arab states at the London conference on Palestine was made public t', 'web_url'"
139,139," 'US Sen Brewster urges UN to consider Palestinian question', 'web_url'"
140,140," ""JERUSALEM — Palestine's three-week holiday from terror ended tonight [Feb. 18] when a British Army truck was blown up on the outskirts of Jerusalem, injuring four soldiers, while explosions cut the main railroad from Jaffa to Haifa. The troubled cou"", 'web_url'"
141,141," '', 'web_url'"
142,142, 'conf
143,143," 'UJA group tours country', 'web_url'"
144,144," 'LONDON — Palestine is, according to Lord Sydenham, on the brink of far more serious events than any yet experienced. According to him, ""The trouble has its roots in the Balfour declaration and mandate, both of which were drafted by Zionists and', 'web_url'"
145,145," '', 'web_url'"
146,146," '1,584 illegal Jewish immigrants deported to Brit colony', 'web_url'"
147,147," 'Bets Amer Council for Judaism pres L J Rosenwald telegram supporting plan for Brit-US inquiry', 'web_url'"
148,148," 'Budapest repts Arab-Brit troops clash, Palestine', 'web_url'"
149,149," 'ed', 'web_url'"
150,150," 'ed, Armistice in Palestine', 'web_url'"
151,151," 'S on Jews right to use force in Palestine, Temple Rodeph Sholom sisterhood', 'web_url'"
152,152," 'Moscow radio broadcasts Cairo rept attacking reactionary Jewish groups alleged persecution of USSR citizens in Palestine opting for repatriation', 'web_url'"
153,153," 'JERUSALEM — Mohammed Nimer Hawari, leader of the semi-military Arab Youth Organization, the only large organized Arab force in Palestine, declared that armed units in each of the country\'s 1,500 Arab villages and towns are preparing to defend ""', 'web_url'"
154,154," 'Jr Hadassah sends sum for upbuilding and defense', 'web_url'"
155,155," 'With her debut novel, “The Parisian,” Isabella Hammad joins a group of contemporary Palestinian writers exploring how nostalgia and loss are refracted across generations of families.', 'web_url'"
156,156," 'Maj Gen Kennedy urges UN speed settlement, s, Assembly com; com agenda', 'web_url'"
157,157," ""Sec Gen Lie repts contributions for UN aid at $67 million, '52; notes goal is $118 million"", 'web_url'"
158,158," 'LAKE SUCCESS, Aug. 11 -- Following are the texts of resolutions on the Palestine situation adopted today by the United Nations Security Council"
159,159," 'JERUSALEM — Palestine is a country of people caught in a trap. The Jews are trapped between their own extremists and terrorists on the one hand and British rule on the other. The Arabs are caught in the vise of their threatened feudal social system', 'web_url'"
160,160," 'A O McCormick revs issues before Assembly', 'web_url'"
161,161, 'A rapid series of developments last week brought the controversy over the future of Palestine--torn by strife between the British and elements of the Jewish underground--to a new peak of intensity. This was the sequence of events
162,162," 'Mrs F D Roosevelt urges voluntary police force to patrol borders, s, UNESCO', 'web_url'"
163,163," 'rumors on serious trouble as imminent prove groundless', 'web_url'"
164,164," 'Sends fund to Palestine', 'web_url'"
165,165," 'Repts govt employes strike settlement', 'web_url'"
166,166," 'Yavitz, Simon', 'web_url'"
167,167," 'Irgun underground armies and Stern gang said to have refused to continue truce until after London conf; expected to renew sabotage', 'web_url'"
168,168," 'A soccer team filled with naturalized players suffers a setback in World Cup qualifying.', 'web_url'"
169,169," 'JERUSALEM — Twenty illegal Jewish immigrants captured last week while trying to enter Palestine were released today [Nov. 28] by the government and taken to Jewish settlements.The ""immigrants"" ranged in age from twelve to twenty-two.Th', 'web_url'"
170,170," 'held', 'web_url'"
171,171," 'Govt allocates sum for farm lands', 'web_url'"
172,172," 'UN repts 4,600 employed on projects and 250 in relief work, Jordan; new projects noted', 'web_url'"
173,173," 'The story of 2.3 million Palestinian refugees in Jordan has been shaped by generations of war and exile.', 'web_url'"
174,174," 'Benefit planned', 'web_url'"
175,175," 'BLOUDAN, Sudan — Thirty-two delegates from eight Arab countries gathered here today [June 8] to consider how best they might block the immi-gration of 100,000 more Jews into Palestine as recommended by the Anglo-American Inquiry Committee. They met', 'web_url'"
176,176," 'Dirs meeting; hears plans for buying Palestine land', 'web_url'"
177,177," ""Pioneer Women's Organization sends sum"", 'web_url'"
178,178," 'US State Dept sees no conflict in Truman and Acheson statements on Palestine', 'web_url'"
179,179," 'ed', 'web_url'"
180,180," 'Hanukkah party plans', 'web_url'"
181,181," 'Poulos authorized to return to Palestine', 'web_url'"
182,182," 'US and France bar joint plea with USSR to have Security Council declare situation a threat to internatl peace; move believed prompted by C Chamoun opposition and F el Khouri pledge that Arab States would end role in strife if UN bars 3d power intervention', 'web_url'"
183,183, 'LONDON - [From our New York edition
184,184," 'Police blame Jewish pol extremists for sabotage of telephone communications and pub property; motive cited', 'web_url'"
185,185," 'GB considers terminal pay arrangements for her civil servants and police now in Palestine; ends ban on return of Brit families; official says troop evacuation may start in 2 mos; E Ghory repeats Arab threats of violence if UN approves partition', 'web_url'"
186,186," 'NY chap benefit bazaar', 'web_url'"
187,187," 'Bunche asks Security Council to avert war resumption; GB and China propose UN sanctions if either side defies UN orders; motion reptd backed by US, France, Belgium and Canada; vote deferred on Deputy Min Malik (USSR) plea; Arabs threaten war resumption unless motion is approved', 'web_url'"
188,188," 'Benefit concert', 'web_url'"
189,189," ""10 Jews, 2 Arabs killed in convoy clash, Tel Aviv Highway; Brit stop battle; F el Kawukji still in Syria; his staff repts negotiations with Egypt for '2d Front;' Arab troops enter Palestine from Lebanon, Transjordan, Iraq and Syria"", 'web_url'"
190,190," 'Establishes village in Palestine', 'web_url'"
191,191," 'UN Comm peace proposals include creation of free zone, Haifa; text', 'web_url'"
192,192," 'Appts com in Palestine to supervise and guard health insts', 'web_url'"
193,193," 'Powler, (Sgt) S, off Mediterranean coast, Palestine', 'web_url'"
194,194," '', 'web_url'"
195,195," '', 'web_url'"
196,196," 'Arab Higher Com sec Dr Khalidi rejects proposed Jerusalem truce, Arab League held less adamant; Jewish Agency repr comments', 'web_url'"
197,197," ""Jr Hadassah cables sum toward erection in Children's Village of Meter Shfeyah in Samaria"", 'web_url'"
198,198," 'Brit-Amer Comm of Inquiry on Palestine arrives, Cairo', 'web_url'"
199,199," '', 'web_url'"
